slang,formal,category1,category2,category3
ky,kaya,abreviasi,0,0
qt,kita,abreviasi,homofon,0
dlu,dulu,abreviasi,0,0
sklinyaa,sekalinya,abreviasi,0,0
ayoo,ayo,elongasi,0,0
km,kamu,abreviasi,0,0
bs,bisa,abreviasi,0,0
jd,jadi,abreviasi,0,0
kk,kakak,abreviasi,0,0
yah,ya,anaptiksis,0,0
w,gue,word-value letter,abreviasi,0
dramaa,drama,elongasi,0,0
niiih,nih,elongasi,0,0
bisaa,bisa,elongasi,0,0
lha,lah,zeroisasi,anaptiksis,0
dunk,dong,modifikasi vokal,subtitusi,homofon
lihaat,lihat,elongasi,0,0
yuwkkk,yuk,anaptiksis,elongasi,0
nnti,nanti,abreviasi,0,0
editannn,editan,elongasi,0,0
mw,mau,homofon,0,0
thu,tuh,zeroisasi,anaptiksis,0
mai,mau,salah ketik,0,0
kamuu,kamu,elongasi,0,0
pastii,pasti,elongasi,0,0
bisaaa,bisa,elongasi,0,0
kejuu,keju,elongasi,0,0
kereen,keren,elongasi,0,0
nama.a,namanya,pungtuasi,0,0
kmauan,kemauan,abreviasi,0,0
ayoo,ayo,elongasi,0,0
ahhhh,ah,elongasi,0,0
yuuuuk,yuk,elongasi,0,0
dmana,dimana,abreviasi,0,0
disiniii,disini,elongasi,0,0
cobaa,coba,elongasi,0,0
bayangin,bayangkan,afiksasi,0,0
yaudh,ya sudah,akronim,abreviasi,0
bayangin,bayangkan,afiksasi,0,0
dl,dulu,abreviasi,0,0
ajaaa,saja,zeroisasi,elongasi,0
tuhhh,tuh,elongasi,0,0
amploppp,amplop,elongasi,0,0
mo,mau,monoftongisasi,0,0
kek,kayak,abreviasi,modifikasi vokal,0
gini,begini,abreviasi,0,0
yaaa,ya,elongasi,0,0
sayangg'',sayang-sayang,reduplikasi,elongasi,0
nantii,nanti,elongasi,0,0
aminnnn,amin,elongasi,0,0
aminnnnn,amin,elongasi,0,0
gakuat,enggak kuat,akronim,zeroisasi,0
yukkkk,yuk,elongasi,0,0
nged,banget,abreviasi,subtitusi,homofon
nantik,nanti,anaptiksis,0,0
ksitu,kesitu,abreviasi,0,0
yng,yang,abreviasi,0,0
bangeett,banget,elongasi,0,0
slalu,selalu,zeroisasi,0,0
liad,lihat,zeroisasi,homofon,subtitusi
kluarga,keluarga,zeroisasi,0,0
biasahhh,biasa,anaptiksis,elongasi,0
bgt,banget,abreviasi,0,0
sma,sama,abreviasi,0,0
kluarga,keluarga,zeroisasi,0,0
ama,sama,zeroisasi,0,0
tutorialx,tutorialnya,word-value letter,0,0
pke,pakai,abreviasi,monoftongisasi,0
yg,yang,abreviasi,0,0
dpke,dipakai,abreviasi,monoftongisasi,0
kk,kakak,abreviasi,0,0
dpke,dipakai,abreviasi,monoftongisasi,0
donk,dong,homofon,subtitusi,0
yank,sayang,zeroisasi,homofon,subtitusi
liat,lihat,zeroisasi,0,0
fhoto,foto,anaptiksis,0,0
kerenn,keren,elongasi,0,0
binggo,banget,coinage,0,0
rekomndd,rekomendasi,abreviasi,0,0
donk,dong,homofon,subtitusi,0
dmn,dimana,abreviasi,0,0
pngn,pengin,abreviasi,0,0
bli2n,beli-belikan,reduplikasi,afiksasi,0
bwt,buat,abreviasi,0,0
wado,waduh,subtitusi,0,0
guaa,gua,elongasi,0,0
yaakkk,ya,elongasi,anaptiksis,0
bangetttttyt,banget,elongasi,salah ketik,0
bangettttt,banget,elongasi,0,0
bangg,bang,elongasi,0,0
kangeeeeeeeeennnnnnnn,kangen,elongasi,0,0
kaliannnnnn,kalian,elongasi,0,0
rinduuuuuuuuuu,rindu,elongasi,0,0
kangennnnnmnnnnnnnnnnnnnnnnn,kangen,elongasi,salah ketik,0
kaliannnnnm,kalian,elongasi,0,0
kangeeeeeeeeeeennnnn,kangen,elongasi,0,0
kangennnnnnnnnnnnnnnn,kangen,elongasi,0,0
kangennn,kangen,elongasi,0,0
kaliannnnnnn,kalian,elongasi,0,0
th2,tahun-tahun,reduplikasi,abreviasi,0
smoga,semoga,zeroisasi,0,0
dl,dulu,abreviasi,0,0
smpt,sempat,abreviasi,0,0
blg,bilang,abreviasi,0,0
trserah,terserah,abreviasi,0,0
ad,ada,abreviasi,0,0
yg,yang,abreviasi,0,0
d,di,abreviasi,0,0
cwo,cowok,abreviasi,0,0
trus,terus,zeroisasi,0,0
prnah,pernah,abreviasi,0,0
blg,bilang,abreviasi,0,0
lg,lagi,abreviasi,0,0
wlwpun,walaupun,abreviasi,homofon,0
trpsah,terpisah,abreviasi,0,0
klw,kalau,abreviasi,homofon,0
mmg,memang,abreviasi,0,0
alloh,allah,modifikasi vokal,0,0
prsatukn,persatukan,abreviasi,0,0
mmg,memang,abreviasi,0,0
sdh,sudah,abreviasi,0,0
klw,kalau,abreviasi,homofon,0
g,enggak,word-value letter,abreviasi,0
slh,salah,abreviasi,0,0
ngomng,mengomong,abreviasi,afiksasi,0
mdh2an,mudah-mudahan,reduplikasi,abreviasi,0
sm,sama,abreviasi,0,0
skedar,sekadar,zeroisasi,modifikasi vokal,0
sperti,seperti,zeroisasi,0,0
kangennn,kangen,elongasi,0,0
kangeeerrn,kangen,elongasi,salah ketik,0
pulak,pula,anaptiksis,0,0
tpi,tapi,abreviasi,0,0
terrrrbaik,terbaik,elongasi,0,0
jorookknya,joroknya,elongasi,0,0
ihhhhh,ih,elongasi,0,0
cobaa,coba,elongasi,0,0
padahall,padahal,elongasi,0,0
jorokkkk,jorok,elongasi,0,0
mualll,mual,elongasi,0,0
klow,kalau,zeroisasi,homofon,0
muke,muka,modifikasi vokal,0,0
yg,yang,abreviasi,0,0
bner,benar,abreviasi,modifikasi vokal,0
ajh,saja,abreviasi,anaptiksis,0
taiiii,tahi,elongasi,zeroisasi,0
seneeeeeng,senang,elongasi,modifikasi vokal,0
yaa,ya,elongasi,0,0
ga,enggak,abreviasi,zeroisasi,0
nyesel,menyesal,afiksasi,0,0
besarin,membesarkan,afiksasi,0,0
mksh,terima kasih,akronim,abreviasi,0
tanyang,tayang,anaptiksis,0,0
ber2,berdua,subtitusi,0,0
jngan,jangan,abreviasi,0,0
trus,terus,zeroisasi,0,0
ngelarang,melarang,afiksasi,0,0
kerreeen,keren,elongasi,0,0
udh,sudah,abreviasi,0,0
pantess,pantas,elongasi,modifikasi vokal,0
bngettt,banget,abreviasi,0,0
sampe,sampai,monoftongisasi,0,0
baperr,bawa perasaan,akronim,elongasi,0
sudh,sudah,abreviasi,0,0
ga,enggak,abreviasi,zeroisasi,0
sbr,sabar,abreviasi,0,0
pngen,pengin,abreviasi,modifikasi vokal,0
nntn,menonton,abreviasi,afiksasi,0
ht,hati,abreviasi,0,0
pemainy,pemainnya,abreviasi,0,0
aq,aku,abreviasi,homofon,0
jga,juga,abreviasi,0,0
bnget,banget,abreviasi,0,0
ama,sama,zeroisasi,0,0
aq,aku,abreviasi,homofon,0
jg,juga,abreviasi,0,0
aqu,aku,subtitusi,homofon,0
ngeliat,melihat,afiksasi,0,0
sampe,sampai,monoftongisasi,0,0
baper,bawa perasaan,akronim,0,0
smoga,semoga,zeroisasi,0,0
gk,enggak,abreviasi,0,0
akn,akan,abreviasi,0,0
bnget,banget,abreviasi,0,0
nyampe,sampai,afiksasi,0,0
kbawa,terbawa,afiksasi,abreviasi,0
bradegan,beradegan,abreviasi,0,0
sm,sama,abreviasi,0,0
baper,bawa perasaan,akronim,0,0
bnget,banget,abreviasi,0,0
smga,semoga,abreviasi,0,0
amiiinnnn,amin,elongasi,0,0
mlm,malam,abreviasi,0,0
nikahin,menikahi,afiksasi,0,0
hadeuh,aduh,anaptiksis,0,0
bener2,benar-benar,reduplikasi,modifikasi vokal,0
nyambung,menyambung,afiksasi,0,0
aq,aku,abreviasi,homofon,0
liyat,lihat,zeroisasi,homofon,0
krn,karena,abreviasi,0,0
sk,suka,abreviasi,0,0
bgt,banget,abreviasi,0,0
sm,sama,abreviasi,0,0
kluarga,keluarga,zeroisasi,0,0
adengan,adegan,anaptiksis,0,0
yaaa,ya,elongasi,0,0
adengan,adegan,anaptiksis,0,0
engga,enggak,zeroisasi,0,0
bngtt,banget,abreviasi,elongasi,0
bingit,banget,modifikasi vokal,0,0
dapetin,mendapati,afiksasi,0,0
krn,karena,abreviasi,0,0
model2,model-model,reduplikasi,0,0
sitayngin,ditayangkan,salah ketik,abreviasi,afiksasi
cocokkk,cocok,elongasi,0,0
bgt,banget,abreviasi,0,0
mahhhh,mah,elongasi,0,0
bangett,banget,elongasi,0,0
cocokny,cocoknya,abreviasi,0,0
smoga,semoga,zeroisasi,0,0
kaka,kakak,zeroisasi,0,0
iniw,ini,anaptiksis,0,0
sma,sama,abreviasi,0,0
jga,juga,abreviasi,0,0
q,ku,homofon,word-value letter,0
setju,setuju,abreviasi,0,0
bngt,banget,abreviasi,0,0
sma,sama,abreviasi,0,0
bnern,benaran,abreviasi,0,0
pcrn,pacaran,abreviasi,0,0
klian,kalian,abreviasi,0,0
cocokkkk,cocok,elongasi,0,0
bngett,banget,abreviasi,elongasi,0
abes,habis,zeroisasi,modifikasi vokal,0
pngen,pengin,abreviasi,modifikasi vokal,0
kyk,kayak,abreviasi,0,0
gtu,begitu,abreviasi,0,0
ntar,entar,zeroisasi,0,0
kek,kayak,abreviasi,modifikasi vokal,0
gini,begini,abreviasi,0,0
br,baru,abreviasi,0,0
mksdny,maksudnya,abreviasi,0,0
tu,itu,zeroisasi,0,0
knp,kenapa,abreviasi,0,0
kmu,kamu,abreviasi,0,0
brpa,berapa,abreviasi,0,0
tu,itu,zeroisasi,0,0
ihh,ih,elongasi,0,0
bgt,banget,abreviasi,0,0
sma,sama,abreviasi,0,0
aamiin,amin,elongasi,0,0
dlu,dulu,abreviasi,0,0
kesampean,kesampaian,modifikasi vokal,0,0
beginiiii,begini,elongasi,0,0
ntr,entar,abreviasi,0,0
ak,aku,abreviasi,0,0
beliin,membelikan,afiksasi,0,0
kya,kaya,abreviasi,0,0
gini,begini,abreviasi,0,0
keq,kek,subtitusi,homofon,0
ngeliat,melihat,afiksasi,0,0
ngerasa,merasa,afiksasi,0,0
km,kamu,abreviasi,0,0
sygkuu,sayangku,abreviasi,elongasi,0
lucuuuu,lucu,elongasi,0,0
ngeselin,mengesalkan,afiksasi,0,0
bkin,bikin,abreviasi,0,0
masi,masih,zeroisasi,0,0
baju'a,bajunya,pungtuasi,0,0
fto,foto,abreviasi,0,0
gtu,begitu,abreviasi,0,0
jg,juga,abreviasi,0,0
bgt,banget,abreviasi,0,0
gara'',gara-gara,reduplikasi,0,0
teruss,terus,elongasi,0,0
pokok'a,pokoknya,pungtuasi,0,0
bg,bang,abreviasi,0,0
ubur2,ubur-ubur,reduplikasi,0,0
kuyy,yuk,metatesis,elongasi,0
bentarr,bentar,elongasi,0,0
kuyy,yuk,metatesis,elongasi,0
klw,kalau,abreviasi,homofon,0
dureen,duren,elongasi,0,0
ajibb,ajib,elongasi,0,0
mahall,mahal,elongasi,0,0
yukk,yuk,elongasi,0,0
niiihh,nih,elongasi,0,0
ubur2,ubur-ubur,reduplikasi,0,0
donk,dong,homofon,subtitusi,0
imuuttt,imut,elongasi,0,0
imuttzz,imut,elongasi,anaptiksis,0
nha,nya,salah ketik,0,0
asliii,asli,elongasi,0,0
konten2,konten-konten,reduplikasi,0,0
rasain,rasai,afiksasi,0,0
daaaah,deh,elongasi,modifikasi vokal,0
asliiii,asli,elongasi,0,0
cantiknnnnyaaaaaaa,cantiknya,elongasi,0,0
yuuk,yuk,elongasi,0,0
ngelihatnya,melihatnya,afiksasi,0,0
aqu,aku,subtitusi,homofon,0
bdn,badan,abreviasi,0,0
na,nya,abreviasi,0,0
ibu2,ibu-ibu,reduplikasi,0,0
bgt,banget,abreviasi,0,0
lau,kau,subtitusi,0,0
yaaa,ya,elongasi,0,0
cantikkk,cantik,elongasi,0,0
kakkk,kak,elongasi,0,0
cantikk,cantik,elongasi,0,0
sexxi,seksi,homofon,subtitusi,0
bgt,banget,abreviasi,0,0
bulet,bulat,modifikasi vokal,0,0
ituu,itu,elongasi,0,0
ngocok,mengocok,afiksasi,0,0
ni,ini,zeroisasi,0,0
yg,yang,abreviasi,0,0
mw,mau,homofon,0,0
nyoba,mencoba,afiksasi,0,0
ikutin,mengikuti,afiksasi,0,0
gn,begini,abreviasi,0,0
yaahhh,ya,elongasi,0,0
kencqng,kencang,salah ketik,0,0
ak,aku,abreviasi,0,0
kra,kira,abreviasi,0,0
kra,kira,abreviasi,0,0
msh,masih,abreviasi,0,0
diginikan,dibeginikan,afiksasi,0,0
"coret""",coret-coret,reduplikasi,0,0
lahh,lah,elongasi,0,0
gw,gue,homofon,abreviasi,0
gambarin,gambarkan,afiksasi,0,0
ntr,entar,abreviasi,0,0
klo,kalo,zeroisasi,0,0
gw,gue,homofon,abreviasi,0
qt,kita,abreviasi,homofon,0
ky,kaya,abreviasi,0,0
gini,begini,abreviasi,0,0
y,ya,abreviasi,0,0
bener2,benar-benar,reduplikasi,modifikasi vokal,0
ngerii,ngeri,elongasi,0,0
digambarin,digambarkan,afiksasi,0,0
klen,kalian,abreviasi,monoftongisasi,0
kek,kayak,abreviasi,modifikasi vokal,0
bangke,bangkai,monoftongisasi,0,0
tp,tapi,abreviasi,0,0
gw,gue,homofon,abreviasi,0
kog,kok,subtitusi,homofon,0
jd,jadi,abreviasi,0,0
yha,ya,anaptiksis,0,0
liatnya,lihatnya,zeroisasi,0,0
bedanyaaa,bedanya,elongasi,0,0
sm,sama,abreviasi,0,0
negri,negeri,zeroisasi,0,0
mbk,mbak,abreviasi,0,0
pgin,pengin,abreviasi,0,0
fto,foto,abreviasi,0,0
krudungan,kerudungan,zeroisasi,0,0
kakk,kak,elongasi,0,0
ajaa,saja,zeroisasi,elongasi,0
maksutku,maksudku,homofon,subtitusi,0
kerennnnn,keren,elongasi,0,0
njirr,anjir,zeroisasi,elongasi,0
ngerasa,merasa,afiksasi,0,0
bgt,banget,abreviasi,0,0
jd'y,jadinya,pungtuasi,abreviasi,0
tp,tapi,abreviasi,0,0
manisnyaaaa,manisnya,elongasi,0,0
thun,tahun,abreviasi,0,0
brp,berapa,abreviasi,0,0
bgt,banget,abreviasi,0,0
mbg,mbak,abreviasi,subtitusi,homofon
cantikk,cantik,elongasi,0,0
bangeet,banget,elongasi,0,0
sm,sama,abreviasi,0,0
km,kamu,abreviasi,0,0
jgn,jangan,abreviasi,0,0
ngaco,mengaco,afiksasi,0,0
ngomen,mengomentari,afiksasi,0,0
msh,masih,abreviasi,0,0
kaaakk,kak,elongasi,0,0
gituh,begitu,zeroisasi,anaptiksis,0
tenggah,tengah,anaptiksis,0,0
lucuuuu,lucu,elongasi,0,0
yaa,ya,elongasi,0,0
tpi,tapi,abreviasi,0,0
akuuu,aku,elongasi,0,0
uuuuuaaaaaaaaaappppppppppiiiiiiiiiiiiiiiiiikkkkkkkkkkkkkkkk,apik,elongasi,anaptiksis,0
kocakkkkkkkkkkkkkk,kocak,elongasi,0,0
ksukaanmuuu,kesukaanmu,abreviasi,elongasi,0
bagiii,bagi,elongasi,0,0
ayooo,ayo,elongasi,0,0
nontonx,menontonnya,afiksasi,word-value letter,0
yach,ya,anaptiksis,0,0
dpn,depan,abreviasi,0,0
pi,tapi,zeroisasi,0,0
tu,itu,zeroisasi,0,0
penasarannnn,penasaran,elongasi,0,0
gilakkkkkk,gila,anaptiksis,elongasi,0
mauuu,mau,elongasi,0,0
nontoonnn,menonton,elongasi,afiksasi,0
cepet2,cepat-cepat,reduplikasi,modifikasi vokal,0
kepingin,pengin,afiksasi,modifikasi vokal,0
nontonnnn,menonton,elongasi,afiksasi,0
deeek,dek,elongasi,0,0
ntappp,mantap,zeroisasi,elongasi,0
deg2an,deg-degan,reduplikasi,0,0
liatnya,lihatnya,zeroisasi,0,0
cyiiin,cinta,anaptiksis,elongasi,abreviasi
iyha,iya,anaptiksis,0,0
kureeeen,keren,elongasi,modifikasi vokal,0
muantaap,mantap,anaptiksis,elongasi,0
nontonx,menontonnya,afiksasi,word-value letter,0
ga,enggak,abreviasi,zeroisasi,0
pake,pakai,monoftongisasi,0,0
ngantri,mengantri,afiksasi,0,0
bli,beli,zeroisasi,0,0
org,orang,abreviasi,0,0
nraktir,mentraktir,afiksasi,0,0
nonton,menonton,afiksasi,0,0
sbnyak,sebanyak,abreviasi,0,0
penasaraaann,penasaran,elongasi,0,0
ga,enggak,abreviasi,zeroisasi,0
kyk,kayak,abreviasi,0,0
ayoooo,ayo,elongasi,0,0
nii,ini,elongasi,0,0
nontonya,menontonnya,afiksasi,0,0
k,ke,abreviasi,word-value letter,0
kl,kalau,abreviasi,0,0
nunggu,menunggu,afiksasi,0,0
dpt,dapat,abreviasi,0,0
qta,kita,homofon,abreviasi,0
gw,gue,homofon,abreviasi,0
peen,pengin,abreviasi,0,0
lw,lu,subtitusi,homofon,0
gga,enggak,abreviasi,zeroisasi,0
nunggu,menunggu,afiksasi,0,0
yaah,ya,anaptiksis,elongasi,0
asikkk,asik,elongasi,0,0
gilak,gila,anaptiksis,0,0
mcm,macam,abreviasi,0,0
ceritax,ceritanya,word-value letter,0,0
yoooiii,yoi,elongasi,0,0
daah,deh,elongasi,modifikasi vokal,0
kuy,yuk,metatesis,0,0
udahh,sudah,zeroisasi,elongasi,0
tauuuuu,tau,elongasi,0,0
ngga,enggak,zeroisasi,0,0
sabarrrrr,sabar,elongasi,0,0
kqmu,kamu,salah ketik,0,0
banggain,banggakan,afiksasi,0,0
ngadain,mengadakan,afiksasi,0,0
ngak,enggak,abreviasi,0,0
ngadain,mengadakan,afiksasi,0,0
thn,tahun,abreviasi,0,0
knp,kenapa,abreviasi,0,0
pengan,pengin,modifikasi vokal,0,0
ngadain,mengadakan,afiksasi,0,0
gk,enggak,abreviasi,0,0
sendeng,senang,salah ketik,modifikasi vokal,0
simpen,simpan,modifikasi vokal,0,0
gakk,enggak,zeroisasi,elongasi,0
bagiin,bagikan,afiksasi,0,0
nangis,menangis,afiksasi,0,0
nanggepin,menanggapi,afiksasi,0,0
pingin,pengin,modifikasi vokal,0,0
gk,enggak,abreviasi,0,0
sma,sama,abreviasi,0,0
kapn,kapan,abreviasi,0,0
barang2,barang-barang,reduplikasi,0,0
sma,sama,abreviasi,0,0
kirimin,mengirimi,afiksasi,0,0
tpi,tapi,abreviasi,0,0
gk,enggak,abreviasi,0,0
senengin,senangi,afiksasi,modifikasi vokal,0
ngasih,mengasih,afiksasi,0,0
asikkk,asik,elongasi,0,0
udh,sudah,abreviasi,0,0
ama,sama,zeroisasi,0,0
ampunnnn,ampun,elongasi,0,0
bln,bulan,abreviasi,0,0
senengg,senang,elongasi,modifikasi vokal,0
teruzzz,terus,subtitusi,elongasi,0
gtu,begitu,abreviasi,0,0
mantabb,mantab,elongasi,0,0
sumpahh,sumpah,elongasi,0,0
yaa,ya,elongasi,0,0
smua,semua,zeroisasi,0,0
diluarann,diluaran,elongasi,0,0
trbaik,terbaik,abreviasi,0,0
dlam,dalam,abreviasi,0,0
smua,semua,zeroisasi,0,0
anjirrrr,anjir,elongasi,0,0
jendess,janda,coinage,elongasi,0
dh,deh,abreviasi,0,0
sichh,sih,anaptiksis,elongasi,0
jgn,jangan,abreviasi,0,0
pgn,pengin,abreviasi,0,0
namnya,namanya,abreviasi,0,0
kaka,kakak,zeroisasi,0,0
gk,enggak,abreviasi,0,0
ninggalin,meninggalkan,afiksasi,0,0
orng,orang,abreviasi,0,0
geh,gih,modifikasi vokal,0,0
ma,sama,zeroisasi,0,0
nggak,enggak,zeroisasi,0,0
sma,sama,abreviasi,0,0
kk,kakak,abreviasi,0,0
ber2,berdua,subtitusi,0,0
22nya,dua-duanya,subtitusi,0,0
aduuhhh,aduh,elongasi,0,0
miripp,mirip,elongasi,0,0
silauuu,silau,elongasi,0,0
waww,wow,modifikasi vokal,elongasi,0
kerenn,keren,elongasi,0,0
uga,juga,zeroisasi,0,0
njiirr,anjir,zeroisasi,elongasi,0
bgs,bagus,abreviasi,0,0
bgt,banget,abreviasi,0,0
kesinii,kesini,elongasi,0,0
gemay,gemas,subtitusi,0,0
dstu,disitu,abreviasi,0,0
tmpt,tempat,abreviasi,0,0
wiiiihhhh,wih,elongasi,0,0
samoga,semoga,modifikasi vokal,0,0
aamiin,amin,elongasi,0,0
kereennn,keren,elongasi,0,0
cobaa,coba,elongasi,0,0
tuhh,tuh,elongasi,0,0
wahh,wah,elongasi,0,0
gk,enggak,abreviasi,0,0
nyangkaa,menyangka,afiksasi,elongasi,0
hasilnyaaa,hasilnya,elongasi,0,0
bangetttt,banget,elongasi,0,0
dahhhh,dah,elongasi,0,0
cmn,cuman,abreviasi,0,0
mudah2,mudah-mudah,reduplikasi,0,0
bisaa,bisa,elongasi,0,0
jugaakk,juga,elongasi,anaptiksis,0
prnh,pernah,abreviasi,0,0
diapa2in,diapa-apai,reduplikasi,afiksasi,0
yaak,ya,elongasi,anaptiksis,0
lhoo,loh,anaptiksis,zeroisasi,0
mnta,minta,abreviasi,0,0
donx,dong,subtitusi,0,0
kyk,kayak,abreviasi,0,0
gthu,begitu,abreviasi,anaptiksis,0
nda,indak,zeroisasi,0,0
maauuu,mau,elongasi,0,0
pacarrr,pacar,elongasi,0,0
idamann,idaman,elongasi,0,0
naturalllll,natural,elongasi,0,0
bnyak,banyak,abreviasi,0,0
berntung,beruntung,abreviasi,0,0
merka,mereka,abreviasi,0,0
jln2,jalan-jalan,abreviasi,reduplikasi,0
romntis,romantis,abreviasi,0,0
slamat,selamat,zeroisasi,0,0
ulan,ulang,abreviasi,0,0
th,tahun,abreviasi,0,0
mngkin,mungkin,abreviasi,0,0
klau,kalau,zeroisasi,0,0
diksi,dikasih,abreviasi,0,0
bgini,begini,abreviasi,0,0
sipp,sip,elongasi,0,0
masi,masih,zeroisasi,0,0
taun,tahun,zeroisasi,0,0
jugak,juga,anaptiksis,0,0
nungguin,menunggu,afiksasi,0,0
ngeluarin,mengeluarkan,afiksasi,0,0
keciill,kecil,elongasi,0,0
ughaa,juga,zeroisasi,anaptiksis,elongasi
"tante""",tante-tante,reduplikasi,0,0
thn,tahun,abreviasi,0,0
ngerasa,merasa,afiksasi,0,0
gw,gue,homofon,abreviasi,0
banged,banget,subtitusi,homofon,0
abeees,habis,modifikasi vokal,zeroisasi,elongasi
kapan2,kapan-kapan,reduplikasi,0,0
adain,mengadakan,afiksasi,0,0
bsa,bisa,abreviasi,0,0
gk,enggak,abreviasi,0,0
bosen2,bosan-bosan,reduplikasi,modifikasi vokal,0
sempurnaaaaa,sempurna,elongasi,0,0
kaan,kan,elongasi,0,0
kece2,kece-kece,reduplikasi,0,0
badaaiii,badai,elongasi,0,0
beneraan,benaran,modifikasi vokal,elongasi,0
cantiiik,cantik,elongasi,0,0
bgtt,banget,abreviasi,elongasi,0
kuatttt,kuat,elongasi,0,0
cantiiiiiiik,cantik,elongasi,0,0
cantiknyaaa,cantiknya,elongasi,0,0
pgn,pengin,abreviasi,0,0
bae2,baik-baik,reduplikasi,zeroisasi,modifikasi vokal
lg,lagi,abreviasi,0,0
cantikkk,cantik,elongasi,0,0
bgd,banget,abreviasi,subtitusi,homofon
mb,mbak,abreviasi,0,0
catiiiiik,cantik,abreviasi,elongasi,0
bangeet,banget,elongasi,0,0
subahanallah,subhanallah,anaptiksis,0,0
cantikkk,cantik,elongasi,0,0
bgt,banget,abreviasi,0,0
jaman2nya,jaman-jamannya,reduplikasi,0,0
dapetin,mendapati,afiksasi,0,0
padet,padat,modifikasi vokal,0,0
ga,enggak,abreviasi,zeroisasi,0
buktiin,buktikan,afiksasi,0,0
km,kamu,abreviasi,0,0
yg,yang,abreviasi,0,0
cantiq,cantik,subtitusi,homofon,0
ak,aku,abreviasi,0,0
km,kamu,abreviasi,0,0
smua,semua,zeroisasi,0,0
"pasien""nya",pasien-pasiennya,reduplikasi,0,0
ngantri,mengantri,afiksasi,0,0
lohh,loh,elongasi,0,0
bgt,banget,abreviasi,0,0
mngkin,mungkin,abreviasi,0,0
utk,untuk,abreviasi,0,0
ngasih,mengasih,afiksasi,0,0
keeeerrrreeeennnnnnnnn,keren,elongasi,0,0
woow,wow,elongasi,0,0
choker2,choker-choker,reduplikasi,0,0
skarang,sekarang,zeroisasi,0,0
skrang,sekarang,abreviasi,0,0
kaka,kakak,zeroisasi,0,0
lohh,loh,elongasi,0,0
gara2,gara-gara,reduplikasi,0,0
buktiin,membuktikan,afiksasi,0,0
bangettttt,banget,elongasi,0,0
hadirrr,hadir,elongasi,0,0
hadirr,hadir,elongasi,0,0
jelashh,jelas,anaptiksis,elongasi,0
sekali2,sekali-kali,reduplikasi,0,0
mbaaa,mbak,elongasi,0,0
temen,teman,modifikasi vokal,0,0
kerenn,keren,elongasi,0,0
hadirrr,hadir,elongasi,0,0
ngomong,mengomong,afiksasi,0,0
hidupppp,hidup,elongasi,0,0
nyebelin,menyebalkan,afiksasi,0,0
tp,tapi,abreviasi,0,0
diliatnya,dilihatnya,zeroisasi,0,0
ga,enggak,abreviasi,zeroisasi,0
abis2,habis-habis,reduplikasi,zeroisasi,0
gpp,enggak apa-apa,akronim,abreviasi,0
para2,parah-parah,reduplikasi,zeroisasi,0
bangeeet,banget,elongasi,0,0
allahhhhhhh,allah,elongasi,0,0
gemesnya,gemasnya,modifikasi vokal,0,0
ilang2,hilang-hilang,reduplikasi,zeroisasi,0
mslh,masalah,abreviasi,0,0
kmi,kami,abreviasi,0,0
ngilangin,menghilangkan,afiksasi,0,0
tbuh,tubuh,abreviasi,0,0
itungan,hitungan,zeroisasi,0,0
keliatan,kelihatan,zeroisasi,0,0
ledekin,ledeki,afiksasi,0,0
tmn2,teman-teman,reduplikasi,abreviasi,0
diputusin,diputuskan,afiksasi,0,0
gara2,gara-gara,reduplikasi,0,0
km,kamu,abreviasi,0,0
gara2,gara-gara,reduplikasi,0,0
repot2,repot-repot,reduplikasi,0,0
oles2,oles-oles,reduplikasi,0,0
ckup,cukup,abreviasi,0,0
dptkan,dapatkan,abreviasi,0,0
artis2,artis-artis,reduplikasi,0,0
bener2,benar-benar,reduplikasi,modifikasi vokal,0
nyesel,menyesal,afiksasi,0,0
ayooo,ayo,elongasi,0,0
saranin,menyarankan,afiksasi,0,0
kalii,kali,elongasi,0,0
ajaa,saja,zeroisasi,elongasi,0
ninggiin,meninggikan,afiksasi,0,0
ledekin,ledeki,afiksasi,0,0
tmn2,teman-teman,reduplikasi,abreviasi,0
baget,banget,zeroisasi,0,0
dri,dari,abreviasi,0,0
bngt,banget,abreviasi,0,0
kl,kalau,abreviasi,0,0
lht,lihat,abreviasi,0,0
mnta,minta,abreviasi,0,0
kira2,kira-kira,reduplikasi,0,0
lgsg,langsung,abreviasi,0,0
mngkin,mungkin,abreviasi,0,0
ngk,enggak,abreviasi,0,0
ahh,ah,elongasi,0,0
pas2an,pas-pasan,reduplikasi,0,0
balesin,membalas,afiksasi,0,0
gausah,enggak usah,akronim,0,0
kyk,kayak,abreviasi,0,0
sukaaa,suka,elongasi,0,0
lutuna,lucunya,subtitusi,0,0
ciapa,siapa,subtitusi,0,0
gemesss,gemas,modifikasi vokal,elongasi,0
duhh,duh,elongasi,0,0
terharuuu,terharu,elongasi,0,0
ihh,ih,elongasi,0,0
sumpahh,sumpah,elongasi,0,0
alamii,alami,elongasi,0,0
sampek,sampai,modifikasi vokal,anaptiksis,0
ckrng,sekarang,abreviasi,subtitusi,0
ngegemesin,menggemaskan,afiksasi,0,0
imoet,imut,anaptiksis,modifikasi vokal,0
bgt,banget,abreviasi,0,0
imut2,imut-imut,reduplikasi,0,0
gtu,begitu,abreviasi,0,0
jagain,jaga,afiksasi,0,0
yahbh,ya,anaptiksis,0,0
msih,masih,abreviasi,0,0
